! Transport data

! "Experimental and Detailed Kinetic Model for the Oxidation of a Gas to Liquid
! Jet Fuel"
! Philippe Dagaut, Florent Karsenty, Guillaume Dayma, Pascal DiÈvart, Kamal Hadj-
! Ali, Amir MzÈ-Ahmed,
! Centre National de la Recherche Scientifique, 1C, Avenue de la Recherche
! Scientifique - 45071 OrlÈans Cedex 2 - France
! Marina Braun-Unkhoff, J¸rgen Herzler, Trupti Kathrotia, Thomas Kick, Clemens
! Naumann, Uwe Riedel, Levi Thomas
! Institute of Combustion Technology, German Aerospace Center (DLR),
! Pfaffenwaldring 38-40, 70569 Stuttgart, Germany
! On exchange from Wright Patterson Air Force Base - Ohio, USA

butyne             2   243.0       4.92      0.0       0.0       1.0
butyn2             2   243.0       4.92      0.0       0.0       1.0
h2cccch2           2   357.000     5.180     0.000     0.000     1.000
c4h5               1   252.000     4.760     0.000     0.000     1.000
c4h5o              1   252.000     4.760     0.000     0.000     1.000
oc4h6              1   252.000     4.760     0.000     0.000     1.000
ch3ccch2           2   357.000     5.180     0.000     0.000     1.000
ic4h5              2   243.0       4.92      0.0       0.0       1.0
nc4h5              2   243.0       4.92      0.0       0.0       1.0
ch2chchch          2   357.000     5.180     0.000     0.000     1.000
c4h6               2   357.000     5.180     0.000     0.000     1.000
meall              2   357.000     5.180     0.000     0.000     1.000
c4h612             2   357.000     5.180     0.000     0.000     1.000
hoc4h6             2   357.000     5.180     0.000     0.000     1.000
c4h6o2h            2   357.000     5.180     0.000     0.000     1.000
ch3ccch3           2   357.000     5.180     0.000     0.000     1.000
ch3ch2cch          2   357.000     5.180     0.000     0.000     1.000
ch2chchch2         2   357.000     5.180     0.000     0.000     1.000
c4h7               2   357.000     5.180     0.000     0.000     1.000
c4h7o              2   357.000     5.180     0.000     0.000     1.000
c4h7o2             2   357.000     5.180     0.000     0.000     1.000
ac4h7              2   334.7       5.06      0.0       0.0       1.0
c4h73              2   357.000     5.180     0.000     0.000     1.000
ic4h7              2   357.000     5.180     0.000     0.000     1.000
c4h8               2   357.000     5.176     0.000     0.000     1.000
c4h8o              2   357.000     5.176     0.000     0.000     1.000
ic4h8oh            2   357.000     5.176     0.000     0.000     1.000
ac4h8              2   334.7       5.06      0.0       0.0       1.0
y1c4h8             2   334.7       5.06      0.0       0.0       1.0
t2c4h8             2   357.000     5.176     0.000     0.000     1.000
y2c4h8             2   357.000     5.176     0.000     0.000     1.000
uc4h8              2   357.000     5.176     0.000     0.000     1.000
ic4h8              2   357.000     5.176     0.000     0.000     1.000
c4h9               2   357.000     5.176     0.000     0.000     1.000
i*c4h9             2   357.000     5.176     0.000     0.000     1.000
ic4h9              2   357.000     5.176     0.000     0.000     1.000
c4h7m              2   357.000     5.176     0.000     0.000     1.000
tc4h9              2   357.000     5.176     0.000     0.000     1.000
pc4h9              2   341.2       5.16      0.0       0.0       1.0
s*c4h9             2   357.000     5.176     0.000     0.000     1.000
sc4h9              2   341.2       5.16      0.0       0.0       1.0
c4h10              2   357.000     5.176     0.000     0.000     1.000
nc4h10             2   357.000     5.176     0.000     0.000     1.000
ic4h10             2   357.000     5.176     0.000     0.000     1.000
c5h2               1   357.000     5.180     0.000     0.000     1.000
c5h3               1   357.000     5.180     0.000     0.000     1.000
c5h8               2   375.6       5.29      0.0       0.0       1.0
c5h813             2   375.6       5.29      0.0       0.0       1.0
cyc5h8             2   375.6       5.29      0.0       0.0       1.0
isope              2   375.6       5.29      0.0       0.0       1.0
c5h7c              2   378.8       5.42      0.0       0.0       1.0
c5h7               2   378.8       5.42      0.0       0.0       1.0
cyc5h7             2   378.8       5.42      0.0       0.0       1.0
isopy              2   378.8       5.42      0.0       0.0       1.0
ac5h10             2   378.8       5.42      0.0       0.0       1.0
fulvene            2   378.8       5.42      0.0       0.0       1.0
t2c5h10            2   378.8       5.42      0.0       0.0       1.0
c2c5h10            2   378.8       5.42      0.0       0.0       1.0
me1bu2             2   378.8       5.42      0.0       0.0       1.0
me2bu2             2   378.8       5.42      0.0       0.0       1.0
y1c5h10            2   378.8       5.42      0.0       0.0       1.0
bc5h10             2   387.6       5.42      0.0       0.0       1.0
Ac5h11             2   380.4       5.51      0.0       0.0       1.0
Bc5h11             2   380.4       5.51      0.0       0.0       1.0
Cc5h11             2   380.4       5.51      0.0       0.0       1.0
y1c5h11            2   380.4       5.51      0.0       0.0       1.0
tc5h11             2   380.4       5.51      0.0       0.0       1.0
neoc5h11           2   380.4       5.51      0.0       0.0       1.0
c6h2               1   357.000     5.180     0.000     0.000     1.000
c6h5(l)            2   412.300     5.349     0.000     0.000     1.000
c5h5oh             2   450.000     5.500     0.000     0.000     1.000
c5h5o              2   450.000     5.500     0.000     0.000     1.000
c5h5o13            2   450.000     5.500     0.000     0.000     1.000
c2c4h8             2   412.300     5.349     0.000     0.000     1.000
c6h9cy2            2   412.300     5.349     0.000     0.000     1.000
c6h10              2   412.300     5.349     0.000     0.000     1.000
chd13              2   412.300     5.349     0.000     0.000     1.000
cyc6h11            2   414.9       5.73      0.0       0.0       1.0
ac6h12             2   414.9       5.73      0.0       0.0       1.0
nc5h12             2   414.9       5.73      0.0       0.0       1.0
y1c6h12            2   414.9       5.73      0.0       0.0       1.0
cyc6h12            2   414.9       5.73      0.0       0.0       1.0
y1c6h13            2   415.2       5.83      0.0       0.0       1.0
y2c6h13            2   415.2       5.83      0.0       0.0       1.0
Ac6h13             2   415.2       5.83      0.0       0.0       1.0
ic6h13             2   415.2       5.83      0.0       0.0       1.0
c7h13              2   448.0       6.02      0.0       0.0       1.0
c7h1313            2   448.0       6.02      0.0       0.0       1.0
c7h1324            2   448.0       6.02      0.0       0.0       1.0
c7h1335            2   448.0       6.02      0.0       0.0       1.0
ic7h13             2   448.0       6.02      0.0       0.0       1.0
ac7h14             2   448.0       6.02      0.0       0.0       1.0
bc7h14             2   448.0       6.02      0.0       0.0       1.0
1c7h14             2   448.0       6.02      0.0       0.0       1.0
y1c7h14            2   448.0       6.02      0.0       0.0       1.0
cc7h14             2   448.0       6.02      0.0       0.0       1.0
ic7h15             2   446.7       6.12      0.0       0.0       1.0
Ac7h15             2   446.7       6.12      0.0       0.0       1.0
y1c7h15            2   446.7       6.12      0.0       0.0       1.0
1c7h15             2   446.7       6.12      0.0       0.0       1.0
Bc7h15             2   446.7       6.12      0.0       0.0       1.0
y2c7h15            2   446.7       6.12      0.0       0.0       1.0
2c7h15             2   446.7       6.12      0.0       0.0       1.0
Cc7h15             2   446.7       6.12      0.0       0.0       1.0
3c7h15             2   446.7       6.12      0.0       0.0       1.0
y3c7h15            2   446.7       6.12      0.0       0.0       1.0
Dc7h15             2   446.7       6.12      0.0       0.0       1.0
y4c7h15            2   446.7       6.12      0.0       0.0       1.0
4c7h15             2   446.7       6.12      0.0       0.0       1.0
nc7h16             2   446.7       6.12      0.0       0.0       1.0
ac8h15             2   482.8       6.28      0.0       0.0       1.0
ac8h16             2   482.8       6.28      0.0       0.0       1.0
Ac8h17             2   473.0       6.40      0.0       0.0       1.0
Bc8h17             2   473.0       6.40      0.0       0.0       1.0
Cc8h17             2   473.0       6.40      0.0       0.0       1.0
Dc8h17             2   473.0       6.40      0.0       0.0       1.0
ac9h17             2   500.8       5.42      0.0       0.0       1.0
ac9h18             2   500.8       6.64      0.0       0.0       1.0
Ac9h19             2   500.8       6.64      0.0       0.0       1.0
Bc9h19             2   500.8       6.64      0.0       0.0       1.0
Cc9h19             2   500.8       6.64      0.0       0.0       1.0
Dc9h19             2   500.8       6.64      0.0       0.0       1.0
Ec9h19             2   500.8       6.64      0.0       0.0       1.0
c14h14             2   523.6       6.87      0.0       0.0       1.0
napht              2   523.6       6.87      0.0       0.0       1.0
mhd                2   523.6       6.87      0.0       0.0       1.0
Ac10h21            2   523.6       6.87      0.0       0.0       1.0
Bc10h21            2   523.6       6.87      0.0       0.0       1.0
Cc10h21            2   523.6       6.87      0.0       0.0       1.0
Dc10h21            2   523.6       6.87      0.0       0.0       1.0
Ec10h21            2   523.6       6.87      0.0       0.0       1.0
nc10h22            2   523.6       6.87      0.0       0.0       1.0
si                 0  3036.        2.910     0.000     0.000     0.000
sif4               2   171.9       4.880     0.000     0.000     1.000
sih                1    95.8       3.662     0.000     0.000     1.000
sih2               2   133.1       3.803     0.000     0.000     1.000
sih3               2   170.3       3.943     0.000     0.000     1.000
sih4               2   207.6       4.084     0.000     0.000     1.000
si2                1  3036.        3.280     0.000     0.000     1.000
si2h2              2   323.8       4.383     0.000     0.000     1.000
si2h3              2   318.2       4.494     0.000     0.000     1.000
si2h4              2   312.6       4.601     0.000     0.000     1.000
h2sisih2           2   312.6       4.601     0.000     0.000     1.000
h3sisih            2   312.6       4.601     0.000     0.000     1.000
si2h5              2   306.9       4.717     0.000     0.000     1.000
si2h6              2   301.3       4.828     0.000     0.000     1.000
si3                2  3036.        3.550     0.000     0.000     1.000
si3h8              2   331.2       5.562     0.000     0.000     1.000
ash3               2   259.8       4.145     0.000     0.000     1.000
as2                1  1045.5       5.510     0.000     0.000     1.000
k+                 0   850.        4.25      0.000     0.000     1.000
kh                 1    93.3       3.542     0.000     0.000     1.000
kcl                1  1989.        4.186     0.000     0.000     1.000
ga                 0  2961.8       4.62      0.000     0.000     0.000
k                  0   850.        4.25      0.000     0.000     1.000
koh                2  1213.        4.52      0.000     0.000     1.000
ko                 1   383.0       3.812     0.000     0.000     1.000
ko2                2  1213.        4.69      0.000     0.000     1.000
game               2   972.7       4.92      0.000     0.000     1.000
game2              2   675.8       5.22      0.000     0.000     1.000
game3              2   378.2       5.52      0.000     0.000     1.000
me2b12             2   378.8       5.42      0.0       0.0       1.0
me2b13             2   378.8       5.42      0.0       0.0       1.0
mepral2            2   378.8       5.42      0.0       0.0       1.0
mepryl2            2   378.8       5.42      0.0       0.0       1.0
c6h7               2   357.0       5.18      0.0       0.0       1.0
c6h7C              2   357.0       5.18      0.0       0.0       1.0
c6h11              2   357.0       5.176     0.0       0.0       1.0
c6h6               2   357.0       5.176     0.0       0.0       1.0
nc6h6              2   357.0       5.176     0.0       0.0       1.0
cyc6h10            2   357.0       5.176     0.0       0.0       1.0
mc6h6              2   357.0       5.176     0.0       0.0       1.0
c6h615             2   357.0       5.176     0.0       0.0       1.0
c6h5oh             2   357.0       5.176     0.0       0.0       1.0
c6h5o              2   357.0       5.176     0.0       0.0       1.0
c6h9               2   357.0       5.176     0.0       0.0       1.0
c6h8               2   357.0       5.176     0.0       0.0       1.0
c6h5               2   357.0       5.176     0.0       0.0       1.0
ac5h10             2   357.0       5.176     0.0       0.0       1.0
t2c5h10            2   357.0       5.176     0.0       0.0       1.0
c2c5h10            2   357.0       5.176     0.0       0.0       1.0
c5h9               2   357.0       5.176     0.0       0.0       1.0
c5h913             2   357.0       5.176     0.0       0.0       1.0
c5h924             2   357.0       5.176     0.0       0.0       1.0
toluen             2   357.0       5.176     0.0       0.0       1.0
phch2oh            2   357.0       5.176     0.0       0.0       1.0
phch2o             2   357.0       5.176     0.0       0.0       1.0 !
phco               2   357.0       5.176     0.0       0.0       1.0
phch2              2   357.0       5.176     0.0       0.0       1.0
phhco              2   357.0       5.176     0.0       0.0       1.0
phc2h4             2   357.0       5.176     0.0       0.0       1.0
Aphc2h4            2   357.0       5.176     0.0       0.0       1.0 !
Bphc2h4            2   357.0       5.176     0.0       0.0       1.0 !
phc2h5             2   357.0       5.176     0.0       0.0       1.0
phc2h              2   357.0       5.176     0.0       0.0       1.0
styren             2   357.0       5.176     0.0       0.0       1.0
Bc6h13             2   357.0       5.176     0.0       0.0       1.0
hex1245            2   357.0       5.176     0.0       0.0       1.0
CPD                2   357.0       5.176     0.0       0.0       1.0
c5h5               2   357.0       5.176     0.0       0.0       1.0
c3h5o2             2   266.8       4.982     0.0       0.0       1.0
c2h5co             2   266.8       4.982     0.0       0.0       1.0
c2h3co             2   266.8       4.982     0.0       0.0       1.0
c5h4oh             2   266.8       4.982     0.0       0.0       1.0
c5h4o              2   266.8       4.982     0.0       0.0       1.0
c3h4o              2   252.0       4.760     0.0       0.0       1.0
acrol              2   252.0       4.760     0.0       0.0       1.0
ethco              2   252.0       4.760     0.0       0.0       1.0
phc3h7             2   482.8       6.28      0.0       0.0       1.0
cyc6h12            2   482.8       6.28      0.0       0.0       1.0
cyc9h18            2   482.8       6.28      0.0       0.0       1.0
cyc8h14            2   482.8       6.28      0.0       0.0       1.0
cyc7h12            2   482.8       6.28      0.0       0.0       1.0
p2c4h513           2   482.8       6.28      0.0       0.0       1.0
c8h1514            2   482.8       6.28      0.0       0.0       1.0
c8h1514            2   482.8       6.28      0.0       0.0       1.0
c8h1515            2   482.8       6.28      0.0       0.0       1.0
c8h1516            2   482.8       6.28      0.0       0.0       1.0
c8h1517            2   482.8       6.28      0.0       0.0       1.0
c8h1518            2   482.8       6.28      0.0       0.0       1.0
c5h915             2   482.8       6.28      0.0       0.0       1.0
c6h1116            2   482.8       6.28      0.0       0.0       1.0
aphc3h6            2   482.8       6.28      0.0       0.0       1.0
bphc3h6            2   482.8       6.28      0.0       0.0       1.0
cphc3h6            2   482.8       6.28      0.0       0.0       1.0
c5h5o13            2   482.8       6.28      0.0       0.0       1.0
cyc6h11            2   482.8       6.28      0.0       0.0       1.0
ac9h17c            2   482.8       6.28      0.0       0.0       1.0
bc9h17c            2   482.8       6.28      0.0       0.0       1.0
cc9h17c            2   482.8       6.28      0.0       0.0       1.0
dc9h17c            2   482.8       6.28      0.0       0.0       1.0
ec9h17c            2   482.8       6.28      0.0       0.0       1.0
fc9h17c            2   482.8       6.28      0.0       0.0       1.0
gc9h17c            2   482.8       6.28      0.0       0.0       1.0
c7h1314            2   482.8       6.28      0.0       0.0       1.0
c7h1331            2   482.8       6.28      0.0       0.0       1.0
c5h911             2   482.8       6.28      0.0       0.0       1.0
ac8h15c            2   482.8       6.28      0.0       0.0       1.0
ac7h13c            2   482.8       6.28      0.0       0.0       1.0
p2c4h614           2   482.8       6.28      0.0       0.0       1.0
Cc6h13             2   482.8       6.28      0.0       0.0       1.0
c6h1112            2   482.8       6.28      0.0       0.0       1.0
c6h1115            2   482.8       6.28      0.0       0.0       1.0
BPHPROPY           2   482.8       6.28      0.0       0.0       1.0
ch3o2              2   482.8       6.28      0.0       0.0       1.0
ch3o2h             2   482.8       6.28      0.0       0.0       1.0
c2h5o2             2   482.8       6.28      0.0       0.0       1.0
c2h5o2h            2   482.8       6.28      0.0       0.0       1.0
ac10h20            2   482.8       6.28      0.0       0.0       1.0
c7h1213            2   482.8       6.28      0.0       0.0       1.0
c7h1216            2   482.8       6.28      0.0       0.0       1.0
c6h1113            2   482.8       6.28      0.0       0.0       1.0
c8h1513            2   482.8       6.28      0.0       0.0       1.0
ac10h19            2   482.8       6.28      0.0       0.0       1.0
c7h1213            2   482.8       6.28      0.0       0.0       1.0
c7h1216            2   482.8       6.28      0.0       0.0       1.0
c6h1113            2   482.8       6.28      0.0       0.0       1.0
ac11h22            2   482.8       6.28      0.0       0.0       1.0
ac12h24            2   482.8       6.28      0.0       0.0       1.0
ac13h26            2   482.8       6.28      0.0       0.0       1.0
ac14h28            2   482.8       6.28      0.0       0.0       1.0
ac15h30            2   482.8       6.28      0.0       0.0       1.0
nc16h34            2   482.8       6.28      0.0       0.0       1.0
ac11h23            2   482.8       6.28      0.0       0.0       1.0
bc11h23            2   482.8       6.28      0.0       0.0       1.0
cc11h23            2   482.8       6.28      0.0       0.0       1.0
dc11h23            2   482.8       6.28      0.0       0.0       1.0
ec11h23            2   482.8       6.28      0.0       0.0       1.0
fc11h23            2   482.8       6.28      0.0       0.0       1.0
ac11h21            2   482.8       6.28      0.0       0.0       1.0
ac12h25            2   482.8       6.28      0.0       0.0       1.0
bc12h25            2   482.8       6.28      0.0       0.0       1.0
cc12h25            2   482.8       6.28      0.0       0.0       1.0
dc12h25            2   482.8       6.28      0.0       0.0       1.0
ec12h25            2   482.8       6.28      0.0       0.0       1.0
fc12h25            2   482.8       6.28      0.0       0.0       1.0
bc16h33            2   482.8       6.28      0.0       0.0       1.0
ac12h23            2   482.8       6.28      0.0       0.0       1.0
ac13h27            2   482.8       6.28      0.0       0.0       1.0
bc13h27            2   482.8       6.28      0.0       0.0       1.0
cc13h27            2   482.8       6.28      0.0       0.0       1.0
dc13h27            2   482.8       6.28      0.0       0.0       1.0
dc14h29            2   482.8       6.28      0.0       0.0       1.0
dc15h31            2   482.8       6.28      0.0       0.0       1.0
ec13h27            2   482.8       6.28      0.0       0.0       1.0
fc13h27            2   482.8       6.28      0.0       0.0       1.0
gc13h27            2   482.8       6.28      0.0       0.0       1.0
ac13h25            2   482.8       6.28      0.0       0.0       1.0
ac14h29            2   482.8       6.28      0.0       0.0       1.0
bc14h29            2   482.8       6.28      0.0       0.0       1.0
cc14h29            2   482.8       6.28      0.0       0.0       1.0
ec14h29            2   482.8       6.28      0.0       0.0       1.0
fc14h29            2   482.8       6.28      0.0       0.0       1.0
gc14h29            2   482.8       6.28      0.0       0.0       1.0
ac14h27            2   482.8       6.28      0.0       0.0       1.0
ac15h31            2   482.8       6.28      0.0       0.0       1.0
bc15h31            2   482.8       6.28      0.0       0.0       1.0
cc15h31            2   482.8       6.28      0.0       0.0       1.0
ec15h31            2   482.8       6.28      0.0       0.0       1.0
fc15h31            2   482.8       6.28      0.0       0.0       1.0
gc15h31            2   482.8       6.28      0.0       0.0       1.0
hc15h31            2   482.8       6.28      0.0       0.0       1.0
ac15h29            2   482.8       6.28      0.0       0.0       1.0
